Dataset,Code,Project,sha,CWE,Severity,Year,owner,project,Date,Message,sha-p,Language,Score
SECBENCH,,https://github.com/qinxuye/cola,193270fa323d3c76839b751fbf664d79f0579fde,,,2013,qinxuye,cola,7/7/13 2:46,fix memory leak issue by MechanizeOpener,5048d32a7de9242e20f781f749fb3d373b8a2aa8,py,
SECBENCH,CVE-2013-1445,https://github.com/dlitz/pycrypto,19dcf7b15d61b7dc1a125a367151de40df6ef175,CWE-310,MEDIUM,2013,dlitz,pycrypto,10/14/13 21:37,"Random: Make Crypto.Random.atfork() set last_reseed=None (CVE-2013-1445)

== Summary ==

In PyCrypto before v2.6.1, the Crypto.Random pseudo-random number
generator (PRNG) exhibits a race condition that may cause it to generate
the same 'random' output in multiple processes that are forked from each
other.  Depending on the application, this could reveal sensitive
information or cryptographic keys to remote attackers.

An application may be affected if, within 100 milliseconds, it performs
the following steps (which may be summarized as ""read-fork-read-read""):

1. Read from the Crypto.Random PRNG, causing an internal reseed;
2. Fork the process and invoke Crypto.Random.atfork() in the child;
3. Read from the Crypto.Random PRNG again, in at least two different
   processes (parent and child, or multiple children).

Only applications that invoke Crypto.Random.atfork() and perform the
above steps are affected by this issue.  Other applications are
unaffected.

Note: Some PyCrypto functions, such as key generation and PKCS#1-related
functions, implicitly read from the Crypto.Random PRNG.

== Technical details ==

Crypto.Random uses Fortuna[1] to generate random numbers.  The flow of
entropy looks something like this:

    /dev/urandom  -\
                    +-> ""accumulator"" --> ""generator"" --> output
    other sources -/   (entropy pools)     (AES-CTR)

- The ""accumulator"" maintains several pools that collect entropy from
  the environment.

- The ""generator"" is a deterministic PRNG that is reseeded by the
  accumulator.  Reseeding normally occurs during each request for random
  numbers, but never more than once every 100 ms (the ""minimum reseed
  interval"").

When a process is forked, the parent's state is duplicated in the child.
In order to continue using the PRNG, the child process must invoke
Crypto.Random.atfork(), which collects new entropy from /dev/urandom and
adds it to the accumulator.  When new PRNG output is subsequently
requested, some of the new entropy in the accumulator is used to reseed
the generator, causing the output of the child to diverge from its
parent.

However, in previous versions of PyCrypto, Crypto.Random.atfork() did
not explicitly reset the child's rate-limiter, so if the child requested
PRNG output before the minimum reseed interval of 100 ms had elapsed, it
would generate its output using state inherited from its parent.

This created a race condition between the parent process and its forked
children that could cause them to produce identical PRNG output for the
duration of the 100 ms minimum reseed interval.

== Demonstration ==

Here is some sample code that illustrates the problem:

    from binascii import hexlify
    import multiprocessing, pprint, time
    import Crypto.Random

    def task_main(arg):
        a = Crypto.Random.get_random_bytes(8)
        time.sleep(0.1)
        b = Crypto.Random.get_random_bytes(8)
        rdy, ack = arg
        rdy.set()
        ack.wait()
        return ""%s,%s"" % (hexlify(a).decode(),
                          hexlify(b).decode())

    n_procs = 4
    manager = multiprocessing.Manager()
    rdys = [manager.Event() for i in range(n_procs)]
    acks = [manager.Event() for i in range(n_procs)]
    Crypto.Random.get_random_bytes(1)
    pool = multiprocessing.Pool(processes=n_procs,
                                initializer=Crypto.Random.atfork)
    res_async = pool.map_async(task_main, zip(rdys, acks))
    pool.close()
    [rdy.wait() for rdy in rdys]
    [ack.set() for ack in acks]
    res = res_async.get()
    pprint.pprint(sorted(res))
    pool.join()

The output should be random, but it looked like this:

    ['c607803ae01aa8c0,2e4de6457a304b34',
     'c607803ae01aa8c0,af80d08942b4c987',
     'c607803ae01aa8c0,b0e4c0853de927c4',
     'c607803ae01aa8c0,f0362585b3fceba4']

== Solution ==

The solution is to upgrade to PyCrypto v2.6.1 or later, which properly
resets the rate-limiter when Crypto.Random.atfork() is invoked in the
child.

== References ==

[1] N. Ferguson and B. Schneier, _Practical Cryptography_,
    Indianapolis: Wiley, 2003, pp. 155-184.",373ea760f21701b162e8c4912a66928ee30d401a,py,4.3
SECBENCH,,https://github.com/WordPress/WordPress,1aebecad96bf2e924f3d1970bbead03ee01eecd6,,,2003,WordPress,WordPress,6/4/03 0:14,"Fix remote SQL injection exploit.
""b2 0.6.2 and prior"" allow sql injection in ./blog.header.php. $posts isn�t
convert to integer, so we can inject a sql in this variable. In MySQL 4.x
UNION and subselects can be used to obtain privileges.


git-svn-id: http://svn.automattic.com/wordpress/trunk@153 1a063a9b-81f0-0310-95a4-ce76da25c4cd",3b1ee8f5abd84cf5ac2ed3a04614db304a6fee91,php,
SECBENCH,,https://github.com/cloudius-systems/osv,1b880d17faf273a3a49c121a3bf65c8c0617cd1b,,,2014,cloudius-systems,osv,5/10/14 8:04,"fix memory leak in bio handling

pthread_mutex uses lazy_indirect object to allocate actual object
on a first use. The lazily allocated object is not destroyed unless
pthread_mutex_destroy is called.

Reviewed-by: Nadav Har'El <nyh@cloudius-systems.com>
Signed-off-by: Gleb Natapov <gleb@cloudius-systems.com>
Signed-off-by: Pekka Enberg <penberg@cloudius-systems.com>",7166013b2927cd9a0c6bf080db07e04d4823f01b,c,
SECBENCH,,https://github.com/phpmyadmin/phpmyadmin,1bc04ec95038f2356ad33752090001bf1c047208,,,2014,phpmyadmin,phpmyadmin,11/20/14 0:58,"bug #4579 [security] XSS vulnerability in zoom search page

Signed-off-by: Madhura Jayaratne <madhura.cj@gmail.com>",d32da348c4de2379482a48661ce968a55eebe5c4,php,
SECBENCH,MDL-9288,https://github.com/moodle/moodle,1bc6c1ed3788edfd8cc108d637f6845c6f24ac88,,,2007,moodle,moodle,4/29/07 14:09,MDL-9288 - use addslashes to avoid injection attacks on data imported vi mnet,c8e564f5ff6a47a93eafff3c23fba955ad508dfd,php,
SECBENCH,CVE-2013-3587,https://github.com/tornadoweb/tornado,1c36307463b1e8affae100bf9386948e6c1b2308,,,2014,tornadoweb,tornado,5/26/14 19:44,"Change the xsrf cookie format to be masked with a random salt.

This protects against the BREACH attack.",7279a303d1c366aabd4facfc6b29ed46c3422350,py,0
SECBENCH,CVE-2015-0290,https://github.com/openssl/openssl,1d2a18dc5a3b3363e17db5af8b6b0273856ac077,CWE-17,MEDIUM,2015,openssl,openssl,3/2/15 9:27,"Multiblock corrupted pointer fix

OpenSSL 1.0.2 introduced the ""multiblock"" performance improvement. This
feature only applies on 64 bit x86 architecture platforms that support AES
NI instructions. A defect in the implementation of ""multiblock"" can cause
OpenSSL's internal write buffer to become incorrectly set to NULL when
using non-blocking IO. Typically, when the user application is using a
socket BIO for writing, this will only result in a failed connection.
However if some other BIO is used then it is likely that a segmentation
fault will be triggered, thus enabling a potential DoS attack.

CVE-2015-0290

Reviewed-by: Richard Levitte <levitte@openssl.org>
Reviewed-by: Andy Polyakov <appro@openssl.org>",7ead0c89185c46378e3ed85c0012d083f4b3039b,c,5
SECBENCH,,https://github.com/MPOS/php-mpos,1d5e69d219144a5abaac4b56418b60b63b272d48,,,2014,MPOS,php-mpos,6/10/14 13:08,"Merge pull request #2227 from MPOS/admin-csrf-protection

[FIX] CSRF protection for admin settings/user/news",5d8fecfd812bd74c320919b2e3dfd25421c17dc8,php,
SECBENCH,,https://github.com/owncloud/core,1d6ca084a6f5414ae3bb0753500ad386c86d087c,,,2012,owncloud,core,6/4/12 14:20,prevent xss attacks by manipulating text file names,3b9bf83fe7833c2cf8d1d9fc2f0f2a41b2a92ebc,js,
SECBENCH,,https://github.com/openstack/nova,1ea998649058f78f63a167dd697cf5f6732596ff,,,2012,openstack,nova,2/28/12 15:55,"Use constant time string comparisons for auth.

Fix bug 942644.

Use constant time string comparisons when doing authentication to help
guard against timing attacks.

Change-Id: Iaaefb13f7618b06834630d9ccb97aff056b4bf4c",f9d23c69e25a2ce5e8c3a37d1e771d02c43cbfb5,py,
SECBENCH,,https://github.com/slimphp/Slim,1ee41b74963b5ce23caae67582aceddb982b43db,ta,,2015,slimphp,Slim,3/1/15 20:44,Use hash_equals in Slim\Crypt when decrypting data to avoid timing attacks,20b09ca587b6f1215bb10ad39b92c2c540b2cd35,php,
SECBENCH,CVE-2016-2181,https://github.com/openssl/openssl,1fb9fdc3027b27d8eb6a1e6a846435b070980770,CWE-189,MEDIUM,2016,openssl,openssl,7/1/16 14:20,"Fix DTLS replay protection

The DTLS implementation provides some protection against replay attacks
in accordance with RFC6347 section 4.1.2.6.

A sliding ""window"" of valid record sequence numbers is maintained with
the ""right"" hand edge of the window set to the highest sequence number we
have received so far. Records that arrive that are off the ""left"" hand
edge of the window are rejected. Records within the window are checked
against a list of records received so far. If we already received it then
we also reject the new record.

If we have not already received the record, or the sequence number is off
the right hand edge of the window then we verify the MAC of the record.
If MAC verification fails then we discard the record. Otherwise we mark
the record as received. If the sequence number was off the right hand edge
of the window, then we slide the window along so that the right hand edge
is in line with the newly received sequence number.

Records may arrive for future epochs, i.e. a record from after a CCS being
sent, can arrive before the CCS does if the packets get re-ordered. As we
have not yet received the CCS we are not yet in a position to decrypt or
validate the MAC of those records. OpenSSL places those records on an
unprocessed records queue. It additionally updates the window immediately,
even though we have not yet verified the MAC. This will only occur if
currently in a handshake/renegotiation.

This could be exploited by an attacker by sending a record for the next
epoch (which does not have to decrypt or have a valid MAC), with a very
large sequence number. This means the right hand edge of the window is
moved very far to the right, and all subsequent legitimate packets are
dropped causing a denial of service.

A similar effect can be achieved during the initial handshake. In this
case there is no MAC key negotiated yet. Therefore an attacker can send a
message for the current epoch with a very large sequence number. The code
will process the record as normal. If the hanshake message sequence number
(as opposed to the record sequence number that we have been talking about
so far) is in the future then the injected message is bufferred to be
handled later, but the window is still updated. Therefore all subsequent
legitimate handshake records are dropped. This aspect is not considered a
security issue because there are many ways for an attacker to disrupt the
initial handshake and prevent it from completing successfully (e.g.
injection of a handshake message will cause the Finished MAC to fail and
the handshake to be aborted). This issue comes about as a result of trying
to do replay protection, but having no integrity mechanism in place yet.
Does it even make sense to have replay protection in epoch 0? That
issue isn't addressed here though.

This addressed an OCAP Audit issue.

CVE-2016-2181

Reviewed-by: Richard Levitte <levitte@openssl.org>",ac9fc67a488427bc3e987f5a4c235e8fbeedf711,c,5
SECBENCH,,https://github.com/pfsense/pfsense,2003b5d8bc9c9b2b7aa72f4d3c4532c7349264cd,,,2010,pfsense,pfsense,7/9/10 13:50,Print a warning on the login screen if you are accessing the router by a non-local IP address (one not configured on the system) to warn about potential MITM attacks.,f17f9f2891b459e3f119ced5857469b96c57dde9,inc,
SECBENCH,,https://github.com/BradLarson/GPUImage,202ce483fcc474a60d358bd068317a415de93f86,,,2012,BradLarson,GPUImage,9/3/12 1:52,Renamed report_memory due to complaints that it conflicted with other libraries. Fixed a memory leak in GPUImageRawDataOutput.,bc1c59a195167863548423459f9ac9e13d201c0a,m,
SECBENCH,,https://github.com/joomla/joomla-cms,21086355e63dc0514b094275df2bb224f290120d,,,2007,joomla,joomla-cms,7/17/07 0:03,"Checking database queries for possible SQL injections

git-svn-id: http://joomlacode.org/svn/joomla/development/trunk@8004 6f6e1ebd-4c2b-0410-823f-f34bde69bce9",9bbf2be61b5738d84926a7e9bb40cd123d2961ad,php,
SECBENCH,,https://github.com/mojombo/god,210907fa9a9fdf765b7241666ac93682adc372db,,,2008,mojombo,god,12/22/08 20:02,fixed a memory leak in jabber by adding a call to jabber_client.close,1f23f631322fa83353ce06f671cb9ad5a779ef4a,rb,
SECBENCH,,https://github.com/scalikejdbc/scalikejdbc,2197ff982e507355dba55883be2195d654bfbb2d,,,2013,scalikejdbc,scalikejdbc,4/18/13 13:31,Fixed #116 Possible SQL injection vulnerability,0066d580d8ab21d252310bd0206fa62effa6137b,scala,
SECBENCH,,https://github.com/pfsense/pfsense,21eff66f3199bb0c50c9ea5a9a473043dd4991a1,,,2007,pfsense,pfsense,12/4/07 0:14,Use htmlentities() to detect html injections.,ce0a5816476bd4703b85a30396123f13da5be174,php,
SECBENCH,,https://github.com/FFmpeg/FFmpeg,23edd41a0d6994cb5d9983d8f035e8eef78960ad,,,2017,FFmpeg,FFmpeg,4/7/17 21:05,"doc/examples/decode_video: Fix format string vulnerability

Fixes: CID1404843

Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>",9244b839b788e4677019041907ff5a4378a23490,c,
SECBENCH,,https://github.com/ci-bonfire/Bonfire,241e32380cbdfcb35ed3796fbaa59575a25aff1a,,,2012,ci-bonfire,Bonfire,8/29/12 21:41,"Merge pull request #537 from sourcejedi/valid-2-validity-v2

HTML escaping and validity fixes v2",0ecbee35eda7be4ac27beaec295673d5b47a3728,php,
SECBENCH,CVE-2012-3360,https://github.com/openstack/nova,2427d4a99bed35baefd8f17ba422cb7aae8dcca7,CWE-22,MEDIUM,2012,openstack,nova,6/20/12 15:13,"Prevent file injection writing to host filesystem.

Fix bug 1015531, CVE-2012-3360, CVE-2012-3361

This patch prevents the file injection code from writing into the host
filesystem if a user specifies a path for the injected file that
contains '..'.  The check is to make sure that the final normalized path
that is about to be written to is within the mounted guest filesystem.

Signed-off-by: Russell Bryant <rbryant@redhat.com>
Signed-off-by: Pádraig Brady <pbrady@redhat.com>
Signed-off-by: Mark McLoughlin <markmc@redhat.com>

Change-Id: I658cd12fd319cee91eb9544cdf53c862c5d2c560",d335457f48d09c3d780c92413fe777030c1335e2,py,5.5
SECBENCH,,https://github.com/josh/rails,24d244c1bc1a744de599df18d74c9b343fd4c9fe,,,2012,josh,rails,3/19/12 3:43,"Increase minimum version of mail.

  Second security vulnerability found in mail file delivery method
  patched in version 2.4.4.",d3bbb23b2fdc6f597410e83e604d4919174aaa27,gemspec,
SECBENCH,,https://github.com/yigit/android-priority-jobqueue,254cd596fb0c5ab16a7259fda6a6d90ce7fb6944,,,2013,yigit,android-priority-jobqueue,11/6/13 18:47,fix an overflow issue while calculating next job time,66363dd3c93066c8ddeb1728f25804ec2522ab09,java,
SECBENCH,,https://github.com/MPOS/php-mpos,256b5f59c60f89be5da5d7c89e78a56d3a6876b3,,,2013,MPOS,php-mpos,12/7/13 21:14,"[IMPROVED] Lockout user on invalid pin/password

This will lock a user account if a password or PIN has been entered
wrong for multiple times in a row. When unlocking the account via admin
panel, both counters are reset so the user can log in again.

This should fix issues with brute force attacks to access user accounts.

Please see configuration dist file for new config options.
Please import SQL upgrade 007 to add new column to user accounts table.

Addresses #670 and should be merged once tested.",8fbad03457cc1e0691b816f163b71e8c6d29f13a,php,
SECBENCH,,https://github.com/osTicket/osTicket,25ae16b169da0a58c600da19c70bd38efdde90ed,,,2015,osTicket,osTicket,7/21/15 15:00,"bug: Encode choices options on render

This pull request addresses potential XSS vulnerability due to unsanitized
user inputs on field configuration.",0ed92da68bfa62f912496ff57ae3ab0e08cc5d00,php,
SECBENCH,,https://github.com/apache/cassandra,260163994e4ac71fafb0578cb143ab4f0f22d6ad,,,2015,apache,cassandra,12/29/15 17:35,ninja fix to resource leak (CASSANDRA-10708),52430b93e502dd44f6f0e1bf097ccaaa45e74fd5,java,
SECBENCH,,https://github.com/php/php-src,26471eb69c3cd9e8162ff3b398d33919d9075191,,,2015,php,php-src,7/7/15 13:37,Fixed bug #69972 (Use-after-free vulnerability in sqlite3SafetyCheckSickOrOk()),e41f600365fe9f27727a62a850a4d55416ae856f,c,
SECBENCH,,https://github.com/ci-bonfire/Bonfire,26d3cccc472fca71f4e945f6bc5994dc2879c520,,,2012,ci-bonfire,Bonfire,5/1/12 21:25,fixes #419 Escaping description string in module config file,e7800df796da60c2cac7ade0fd3949d6907e3664,php,
SECBENCH,CVE-2014-9271,https://github.com/mantisbt/mantisbt,26f209a2701ad31e1563723aea48e9e577ec1087,CWE-79,MEDIUM,2014,mantisbt,mantisbt,11/29/14 0:51,"Fix #17874: XSS in file uploads

An attacker can upload a Flash file with an image extension. If such an
attachment is displayed inline, it becomes a vector for XSS attacks.

This issue was reported by Matthias Karlsson (http://mathiaskarlsson.me)
as part of Offensive Security's bug bounty program [1].

Patch with contribution from Victor Boctor.",66c142dc3b652cdb07d61f2edbf3a798234ef48a,php,4.3
