Dataset,Code,Project,sha,CWE,Severity,Year,owner,project,Date,Message,sha-p,Language,Score,main_fix,main_prev,diff,Write Short Units of Code-fix,Write Short Units of Code-prev,Write Short Units of Code-diff,Write Simple Units of Code-fix,Write Simple Units of Code-prev,Write Simple Units of Code-diff,Write Code Once-fix,Write Code Once-prev,Write Code Once-diff,Keep Unit Interfaces Small-fix,Keep Unit Interfaces Small-prev,Keep Unit Interfaces Small-diff,Separate Concerns in Modules-fix,Separate Concerns in Modules-prev,Separate Concerns in Modules-diff,Couple Architecture Components Loosely-fix,Couple Architecture Components Loosely-prev,Couple Architecture Components Loosely-diff,Keep Architecture Components Balanced-fix,Keep Architecture Components Balanced-prev,Keep Architecture Components Balanced-diff,Keep Your Codebase Small-fix,Keep Your Codebase Small-prev,Keep Your Codebase Small-diff,Automate Tests-fix,Automate Tests-prev,Automate Tests-diff,Write Clean Code-fix,Write Clean Code-prev,Write Clean Code-diff
SECBENCH,,https://github.com/php/php-src,0d1998e34ff487aab6451963d60697dd5b5b0115,,,2011,php,php-src,12/15/11 8:47,Added max_input_vars directive to prevent attacks based on hash collisions,2f0d084ab8228e1e5704a3fb66fb1c9cd6bd411e,c,,-18691.96481,-18692.11285,0.148040709,-377336.5074,-377331.0477,-5.459693968,-182954.0415,-182955.0415,1,-8541.071429,-8542.071429,1,54201.13355,54200.13355,1,76559.27104,76558.27104,1,85394.64474,85393.64474,1,80774.42283,80773.48272,0.940101056,0,0,0,0,0,0,84982.5,84981.5,1
SECBENCH,CVE-2015-3152,https://github.com/php/php-src,0d2f147d80bd02d4d1ccaa0fa530d9d4846b3c75,CWE-284,MEDIUM,2015,php,php-src,7/5/15 7:00,Fix bug #69669 (mysqlnd is vulnerable to BACKRONYM),3e88d610e54dac75a374af9e8501f02da67e4466,c,4.3,-625649.3328,-625651.4999,2.167075025,-1464587.419,-1464576.636,-10.78281534,-3410390.395,-3410387.83,-2.564885497,-841888,-841899,11,-1407535.287,-1407523.814,-11.47297297,-394857.4919,-394866.4919,9,-115956.5658,-115965.5658,9,496505.8302,496497.3387,8.49142406,0,0,0,0,0,0,882216,882207,9
SECBENCH,,https://github.com/Graylog2/graylog2-server,0daaecd63895bfa683656d14d8bd0c3fb42f6cfd,,,2011,Graylog2,graylog2-server,4/9/11 20:06,"Update all gems.

We are not going to make a release with Rails 3.0.1
with known security vulnerabilities, right?",2d2e6f5e99fc5f830c19fe1724899acaded2ca02,Gemfile,,1360.390362,1360.390362,0,-696.0440406,-696.0440406,0,455.2993754,455.2993754,0,2145.178571,2145.178571,0,2336.205087,2336.205087,0,2109.365861,2109.365861,0,2667.263158,2667.263158,0,2869.135609,2869.135609,0,0,0,0,0,0,0,1717.5,1717.5,0
SECBENCH,,https://github.com/curl/curl,0ddab51ad874b64e38e26840a916fc13f4d2ed7b,CWE-122,,2005,curl,curl,2/28/05 23:54,Fix for a base64 decode heap buffer overflow vulnerability.,9798432f567f1589f1da6216e2795ab10b733128,c,,-26357.60599,-26351.48009,-6.125907591,-82983.75823,-82935.86506,-47.89317113,-192289.9509,-192288.526,-1.424936387,13549.17857,13545.17857,4,-18615.3434,-18620.3434,5,-24160.31276,-24157.86438,-2.448377581,-15010.32895,-14982.10526,-28.22368421,25960.45573,25955.72464,4.731093405,0,0,0,0,0,0,29974,29969,5
SECBENCH,,https://github.com/FFmpeg/FFmpeg,0eaec10550bd9a0682db9f7920ed0d86f1450f4b,CWE-119,,2002,FFmpeg,FFmpeg,9/7/02 10:57,"fixing overflow in 16->8 bit conversion, patch by (Nikolai Zhubr <s001 at hotbox dot ru>)

Originally committed as revision 913 to svn://svn.ffmpeg.org/ffmpeg/trunk",b2a0a7fb8a3580897f2c9d8f2d160a5acab433e4,c,,33.07876375,33.07876375,0,-38746.91215,-38746.91215,0,2127.509739,2127.509739,0,311.0357143,311.0357143,0,7489,7489,0,7489,7489,0,7489,7489,0,7277.154337,7277.154337,0,0,0,0,0,0,0,6895,6895,0
SECBENCH,,https://github.com/rubinius/rubinius,0f37846c2e23c8453b55d0ea598d17f1cbaedc32,CWE-401,,2007,rubinius,rubinius,9/30/07 6:38,Two quick memory leak fixes found with valgrind.,aee7f2b9289f4d9cf77d85281b04bae8e0f8681f,c,,-150652.2246,-150637.7549,-14.46965173,-413647.2282,-413620.1766,-27.05163912,-1014120.578,-1014037.517,-83.06130002,-390513.8929,-390517.8929,4,-94956.51457,-94894.27133,-62.24324324,-108137.6653,-108143.6653,6,17589.85526,17583.85526,6,207159.778,207154.1184,5.65966509,0,0,0,0,0,0,290104,290098,6
SECBENCH,,https://github.com/php/php-src,0fb7618d6e74b4304d0512f5fe64770e3944dad6,,,2006,php,php-src,3/21/06 7:47,added mb_check_encoding() to detect possible invalid encoding attack.,a6bcfeccf773485657e8fd99f121a5810cfe2097,c,,-95906.14717,-95906.29521,0.148040709,-514068.7729,-514063.3132,-5.459693968,-682029.2617,-682030.2617,1,-244817.6786,-244818.6786,1,78545.04849,78544.04849,1,92591.68596,92590.68596,1,105861.5263,105860.5263,1,100289.9806,100289.0405,0.940101056,0,0,0,0,0,0,104566,104565,1
SECBENCH,,https://github.com/MISP/MISP,0fff291c6758c5c36d4d600208c47268ca1a41d4,CWE-352,,2012,MISP,MISP,3/31/12 19:55,fixed minor CSRF vulnerability + added google link on vulnerability type,aa8ba55daccf1f4f9b5eab07589fd9fb3df9b895,php,,-57736.20185,-57736.20185,0,-188724.421,-188724.421,0,-393300.4382,-393300.4382,0,-499621.9643,-499621.9643,0,33893.33757,33893.33757,0,126646.1373,126646.1373,0,126936,126936,0,92843.33006,92843.33006,0,0,0,0,0,0,0,123966,123966,0
SECBENCH,CVE-2015-0206,https://github.com/openssl/openssl,103b171d8fc282ef435f8de9afbf7782e312961f,CWE-119,MEDIUM,2015,openssl,openssl,1/7/15 14:18,"A memory leak can occur in dtls1_buffer_record if either of the calls to
ssl3_setup_buffers or pqueue_insert fail. The former will fail if there is a
malloc failure, whilst the latter will fail if attempting to add a duplicate
record to the queue. This should never happen because duplicate records should
be detected and dropped before any attempt to add them to the queue.
Unfortunately records that arrive that are for the next epoch are not being
recorded correctly, and therefore replays are not being detected.
Additionally, these ""should not happen"" failures that can occur in
dtls1_buffer_record are not being treated as fatal and therefore an attacker
could exploit this by sending repeated replay records for the next epoch,
eventually causing a DoS through memory exhaustion.

Thanks to Chris Mueller for reporting this issue and providing initial
analysis and a patch. Further analysis and the final patch was performed by
Matt Caswell from the OpenSSL development team.

CVE-2015-0206

Reviewed-by: Dr Stephen Henson <steve@openssl.org>",1421e0c584ae9120ca1b88098f13d6d2e90b83a3,c,5,-314708.642,-314677.9434,-30.69854599,-1018984.235,-1018941.472,-42.76338943,-1861112.173,-1860941.654,-170.5195929,-297282.5714,-297184.3571,-98.21428571,-523422.9049,-523380.3103,-42.59459459,15696.21523,15684.21523,12,-84564.53947,-84576.53947,12,270628.789,270617.6826,11.1064027,0,0,0,0,0,0,351955,351943,12
SECBENCH,,https://github.com/josh/rails,10a63e2a0cbdc1e8e4d7aef87afc868bd599ca94,CWE-74,,2010,josh,rails,9/22/10 14:36,"Refactor methods in html node to avoid injects.

Signed-off-by: Santiago Pastorino <santiago@wyeworks.com>",f6de806537d60e94183f26cd6a16da426e84911e,rb,,7852.327142,7852.327142,0,10334.05632,10334.05632,0,10312.1845,10312.1845,0,22914.21429,22914.21429,0,15259.82114,15259.82114,0,11366.36971,11366.36971,0,-53402.67105,-53402.67105,0,25092.29651,25092.29651,0,0,0,0,0,0,0,36647,36647,0
SECBENCH,,https://github.com/Graylog2/graylog2-server,10e459de844424e3ea289eba84f963c033f76fad,,,2015,Graylog2,graylog2-server,11/8/15 0:58,"Exclude vulnerable InvokerTransformer class from commons-collections

See http://foxglovesecurity.com/2015/11/06/what-do-weblogic-websphere-jboss-jenkins-opennms-and-your-application-have-in-common-this-vulnerability/#thevulnerability for details.

(cherry picked from commit 2c05e823ec11705ce63c8767a35c2fed95027726)",0a038a4dad382499e0b8b5694d7d2d8c5635cef6,xml,,-2600.788839,-2600.788839,0,-11234.65043,-11234.65043,0,-35097.84353,-35097.84353,0,-1382.928571,-1382.928571,0,-5417.435877,-5417.435877,0,6933,6933,0,6933,6933,0,6919.970022,6919.970022,0,0,0,0,0,0,0,6339,6339,0
SECBENCH,CVE-2016-5364,https://github.com/mantisbt/mantisbt,11ab3d6c82a1d3a89b1024f77349fb60a83743c5,CWE-79,MEDIUM,2016,mantisbt,mantisbt,5/27/16 9:39,"Fix XSS in custom fields management

Kacper Szurek (http://security.szurek.pl/) discovered an XSS
vulnerability in Custom fields management pages, caused by unescaped
output of 'return URL' GPC parameter. His report describes two ways to
exploit this issue:

1. using 'accesskey' inside hidden input field (see [1]) reflects XSS to
   the administrator in manage_custom_field_edit_page.php when the
   keyboard shortcut is actioned
2. using 'javascript:' URI scheme executes the code when the user clicks
   the [Proceed] link on manage_custom_field_update.php after updating
   a custom field

This commit fixes both attack vectors:

- properly escape the return URL prior to printing it on the hidden form
  field
- let html_operation_successful() sanitize the URL before displaying
  it, just like html_meta_redirect() does. In this case, if the
  string contains an URI scheme, it will be replaced by 'index.php'

[1] http://blog.portswigger.net/2015/11/xss-in-hidden-input-fields.html

Fixes #20956",ecd12610576e71764a318d8ead1c753ab7a30d16,php,4.3,-53025.21854,-53025.21854,0,-132337.3405,-132337.3405,0,-232273.065,-232273.065,0,-8722.821429,-8722.821429,0,-31257.7141,-31257.7141,0,-119044.6026,-119044.6026,0,-110442.1579,-110442.1579,0,51544.51607,51544.51607,0,0,0,0,0,0,0,52281,52281,0
SECBENCH,CVE-2013-2061,https://github.com/OpenVPN/openvpn,11d21349a4e7e38a025849479b36ace7c2eec2ee,CWE-200,LOW,2013,OpenVPN,openvpn,3/19/13 12:01,"Use constant time memcmp when comparing HMACs in openvpn_decrypt.

Signed-off-by: Steffan Karger <steffan.karger@fox-it.com>
Acked-by: Gert Doering <gert@greenie.muc.de>
Signed-off-by: Gert Doering <gert@greenie.muc.de>",9a3f670248d6f519a399e65a7232e2196b5115db,c,2.6,-28294.60988,-28291.4829,-3.126979648,-63963.02919,-63973.02919,10,-118960.0732,-118970.0732,10,18515.75,18506.75,9,-148348.9165,-148336.1688,-12.74774775,-104861.7465,-104782.6095,-79.13702338,49375.10526,49364.10526,11,38699.31146,38689.69649,9.614974648,0,0,0,0,0,0,46597.5,46586.5,11
SECBENCH,CVE-2010-4180,https://github.com/nginx/nginx-releases,12368999b3ed45cde5e4cea8ea985d4444dcd932,NVD-CWE-Other,MEDIUM,2010,nginx,nginx-releases,12/6/10 11:36,"Changes with nginx 0.9.2                                         06 Dec 2010

*) Feature: the ""If-Unmodified-Since"" client request header line
support.

*) Workaround: fallback to accept() syscall if accept4() was not
implemented; the issue had appeared in 0.9.0.

*) Bugfix: nginx could not be built on Cygwin; the issue had appeared
in 0.9.0.

*) Bugfix: for OpenSSL vulnerability CVE-2010-4180.
Thanks to Maxim Dounin.",27294215f36bb3c0e2ed2f438f615efc2bc67260,c,4.3,-42455.74897,-42457.67419,1.92522174,-190818.0486,-190829.5748,11.52619398,-362558.3569,-362365.3299,-193.0270183,-30481.64286,-30516.64286,35,-13466.19025,-13499.46502,33.27477477,-39493.64355,-39513.82517,20.18162573,77364,77323,41,60502.39245,60472.09581,30.29664119,0,0,0,0,0,0,74394,74353,41
SECBENCH,,https://github.com/curl/curl,1238edaeaf947b896aafd9ddffc8430dea179c3a,CWE-401,,2011,curl,curl,1/10/11 12:53,"SSL: fix memory leak

In OOM situation. Follow-up fix to commit a9cd4f4ed49e1a0.",a9cd4f4ed49e1a0b79f8fc6a0cb129331fa04f23,c,,-47381.26071,-47380.68768,-0.573026956,-156460.6883,-156457.094,-3.594271778,-357904.7574,-357903.9024,-0.854961832,-13040.39286,-13042.39286,2,-34007.36248,-34003.53816,-3.824324324,-11754.76325,-11746.4699,-8.293350873,-9046.552632,-9049.552632,3,49784.90981,49782.07318,2.836639243,0,0,0,0,0,0,58617,58614,3
SECBENCH,CVE-2014-3506,https://github.com/openssl/openssl,1250f12613b61758675848f6600ebd914ccd7636,CWE-399,MEDIUM,2014,openssl,openssl,6/6/14 21:25,"Fix DTLS handshake message size checks.

In |dtls1_reassemble_fragment|, the value of
|msg_hdr->frag_off+frag_len| was being checked against the maximum
handshake message size, but then |msg_len| bytes were allocated for the
fragment buffer. This means that so long as the fragment was within the
allowed size, the pending handshake message could consume 16MB + 2MB
(for the reassembly bitmap). Approx 10 outstanding handshake messages
are allowed, meaning that an attacker could consume ~180MB per DTLS
connection.

In the non-fragmented path (in |dtls1_process_out_of_seq_message|), no
check was applied.

Fixes CVE-2014-3506

Wholly based on patch by Adam Langley with one minor amendment.

Reviewed-by: Emilia Käsper <emilia@openssl.org>",11e7982a7cc6cbbcbb13046ceed37639c26a0bc1,c,5,-325023.1765,-325039.9352,16.75870279,-1030914.244,-1030949.343,35.09841095,-1884961.617,-1884972.809,11.1919963,-314840.5357,-314859.5357,19,-538706.1325,-538732.9568,26.82432432,-8483.707245,-8498.748543,15.04129794,-101720.5658,-101741.5658,21,275313.0383,275294.6073,18.43099838,0,0,0,0,0,0,354082,354061,21
SECBENCH,,https://github.com/forkcms/forkcms,1269fe8b3813c7b7d5552a2b88bc2e7bd4d0c1f9,CWE-79,,2012,forkcms,forkcms,2/28/12 17:35,fix xss vulnerability,e45964aa7ed3621df4963991d3df03bbd3d6b8ec,php,,-7365.031546,-7365.031546,0,-73121.94374,-73121.94374,0,-92997.63877,-92997.63877,0,-24544.25,-24544.25,0,11376.19634,11376.19634,0,-31219.55401,-31219.55401,0,9349.855263,9349.855263,0,61783.01945,61783.01945,0,0,0,0,0,0,0,65724,65724,0
SECBENCH,,https://github.com/curl/curl,12e78a082eeb116c528572e6de51b7c4a0eb1bf1,CWE-119,,2003,curl,curl,8/8/03 17:18,Gisle Vanem fixed a single-byte overflow,9273096a8ab7e31921550b9f7b08eb2b32dcc35e,c,,-18424.91077,-18424.91077,0,-57666.58488,-57666.58488,0,-137169.074,-137169.074,0,10333.60714,10333.60714,0,-8810.100159,-8810.100159,0,-17442.98512,-17442.98512,0,-9115.855263,-9115.855263,0,16736.3846,16736.3846,0,0,0,0,0,0,0,18885.5,18885.5,0
SECBENCH,CVE-2014-9571,https://github.com/mantisbt/mantisbt,132cd6d041f8ef5811e4eca8bdb516c893ebb52e,CWE-79,MEDIUM,2014,mantisbt,mantisbt,12/27/14 17:47,"Fix XSS in install.php

This vulnerability (CVE-2014-9571) was reported by High-Tech Bridge
Security Research Lab (https://www.htbridge.com/) in issue #17937
(advisory ID HTB23243).

The parameters are now properly sanitized before being displayed.

Fixes #17938",7cc4539fca65a61c48a40e31787e7d4751a7f9bd,php,4.3,-61099.83113,-61115.38236,15.55123374,-172123.7717,-172675.6605,551.8887848,-266720.9526,-266745.0213,24.06870229,-44589.96429,-44483.96429,-106,-104176.7144,-104176.7144,0,-93495.96657,-93495.96657,0,-78241.39474,-78134.39474,-107,71616.45296,71716.8981,-100.4451496,0,0,0,0,0,0,76734,76841,-107
SECBENCH,,https://github.com/curl/curl,1343756742463488c63453723b2bfe002e45c47f,CWE-401,,2014,curl,curl,5/9/14 11:33,"cacertinmem: fix memory leak

While ""just"" an example it still isn't nice to leak memory.

Bug: http://curl.haxx.se/bug/view.cgi?id=1368
Fixed-by: Marko",ec9fa4f6b372e4e77fa741788e37a820bfa2ffc2,c,,-60707.15817,-60707.85258,0.694413842,-204676.1771,-204673.7809,-2.396181186,-467987.7511,-467989.7511,2,-21350.03571,-21352.03571,2,-82959.61818,-82957.06863,-2.54954955,11270.82867,11268.82867,2,7870.302632,7868.302632,2,68402.86905,68400.97918,1.889869153,0,0,0,0,0,0,82358,82356,2
SECBENCH,,https://github.com/Pylons/pyramid,13906d6a2eb8c852d32752dca9e06e7d203d86d8,CWE-208,,2011,Pylons,pyramid,10/15/11 0:14,"Avoid timing attacks in AuthTktAutenticationPolicy

This factors out the timing-invariant string comparison code from
session.py and re-uses it for signature checking in AuthTkt code.",5a20b131b921362785dda87409ca8eb3a1a9c6a1,py,,-1178.761423,-1180.586119,1.824695483,-5152.610615,-5154.610615,2,-8669.268147,-8671.268147,2,-1024.607143,-1028.607143,4,-21156.66481,-21170.03869,13.37387387,5916.37782,5922.805549,-6.427728614,2666.302632,2668.947368,-2.644736842,7347.356034,7345.410488,1.945546414,0,0,0,0,0,0,8285.5,8281.5,4
SECBENCH,CVE-2012-0884,https://github.com/openssl/openssl,146b52edd122f55e2b2bfeb486dae8dbe96f739e,CWE-310,MEDIUM,2012,openssl,openssl,3/12/12 16:31,"Fix for CMS/PKCS7 MMA. If RSA decryption fails use a random key and
continue with symmetric decryption process to avoid leaking timing
information to an attacker.

Thanks to Ivan Nestlerode <inestlerode@us.ibm.com> for discovering
this issue. (CVE-2012-0884)",13747c6fdabbba33cb187a133548b73d41ae282d,c,5,-256024.8277,-255745.5993,-279.2283957,-814749.9207,-814453.3031,-296.6176325,-1438757.11,-1436122.876,-2634.234513,-234617.3214,-234782.5357,165.2142857,-505526.8545,-505455.2689,-71.58558559,14714.36587,14754.87612,-40.51024476,-115954.6711,-115896.7763,-57.89473684,232298.2347,232229.8902,68.34446971,0,0,0,0,0,0,302345,302270,75
SECBENCH,,https://github.com/cakephp/cakephp,1545b730ae756c2e565083fc66624cc9fb949f35,,,2007,cakephp,cakephp,10/17/07 17:08,"Escaping value for FormHelper::textarea() and adding some tests, fixes #2921

git-svn-id: https://svn.cakephp.org/repo/branches/1.2.x.x@5778 3807eeeb-6ff5-0310-8944-8be069107fe0",ae3d082dd6e29607518e557590ae74b7d525ff60,php,,-6352.869393,-6355.162586,2.293193302,-34562.36728,-34565.36728,3,-73439.60648,-73442.60648,3,3461.928571,3459.928571,2,-9686.785904,-9689.785904,3,-10945.72771,-10948.72771,3,9284.631579,9281.631579,3,26265.23329,26262.30135,2.931933018,0,0,0,0,0,0,26094,26091,3
SECBENCH,,https://github.com/moodle/moodle,16303ee90546962c473829418f4cba207c164dd6,CWE-384,,2005,moodle,moodle,12/28/05 19:05,fixed session fixation prevention that was broken after cookieless patch SC#205,9e1c2ba45c1672cd47e6f81cdcda61712c5cf956,php,,-173109.1317,-173113.9354,4.803709289,-1908793.801,-1908804.72,10.91938794,-883234.3517,-883267.9762,33.62452001,-284853.5714,-284853.5714,0,74247.50159,74249.50159,-2,153415.4857,153417.4857,-2,214931.9079,214920.6184,11.28947368,424520.5116,424522.3079,-1.796288745,0,0,0,0,0,0,478675,478677,-2
SECBENCH,,https://github.com/josh/rails,16669774903dd7bfaaf1bf8f0c72e49ebaeffeeb,CWE-401,,2005,josh,rails,7/11/05 5:17,"Script.aculo.us: latest rev, new autocompleter features, memory leaks fixed #1695 [Thomas Fuchs]

git-svn-id: http://svn-commit.rubyonrails.org/rails/trunk@1810 5ecf4fe2-1ee6-0310-87b1-e25e094e27de",1911f8eee928915f1020753a4a3ba34c81131a66,rb,,2659.349163,2657.410081,1.939082672,1881.260967,1876.260967,5,7330.41152,7344.686329,-14.27480916,2988.714286,2984.714286,4,7032.277424,7027.277424,5,4411.799534,4406.799534,5,-28001.28947,-28006.28947,5,13349.31738,13344.65174,4.665635878,0,0,0,0,0,0,17601,17596,5
SECBENCH,CVE-2017-6799,https://github.com/mantisbt/mantisbt,1677251434b6e8b2be8f1d4376a3e78f7be14d95,CWE-79,MEDIUM,2017,mantisbt,mantisbt,3/9/17 23:24,"Fix XSS in view_filters_page.php

The value of the view_type parameter was not sanitized before being
displayed as a hidden input.

This vulnerability was reported by Etienne Landais.

Fixes #22497",c26b34b6cf24f69ece52d3409fd16d659a767fc9,php,4.3,-48226.9862,-48226.9862,0,-130933.7086,-130933.7086,0,-222120.7308,-222120.7308,0,-4173.321429,-4173.321429,0,-4873.941706,-4873.941706,0,-111664.6848,-111664.6848,0,-120973.0658,-120973.0658,0,55642.59105,55642.59105,0,0,0,0,0,0,0,56827,56827,0
SECBENCH,,https://github.com/cakephp/cakephp,17e4eee73d84dbc5a65a4b9fae2adafdf6d46e45,,,2013,cakephp,cakephp,7/2/13 1:51,"Hash passwords even when users don't exist.

Not hashing passwords when users don't exist means there is an
opportunity for timing attacks when people use blowfish or other
expensive hashing algorithms.",2219991d3b166d2ecaa49ad5b78b0380aca9df2f,php,,-4268.131243,-4267.732396,-0.398846627,-44339.79991,-44342.19609,2.396181186,-86311.05852,-86311.6285,0.569974555,19842.07143,19842.07143,0,1094.131955,1096.131955,-2,-37468.29718,-37467.29718,-1,19799.98684,19800.98684,-1,40461.65296,40463.60758,-1.954622012,0,0,0,0,0,0,44240,44241,-1
SECBENCH,,https://github.com/curl/curl,1813a77b024d03b59fe5b591a5c5ecced02a9e66,CWE-401,,2014,curl,curl,2/14/14 7:20,"dict: fix memory leak in OOM exit path

Bug: https://github.com/bagder/curl/pull/90",d3d871cb4fe1512b689bb29cb49473cfcf91c684,c,,-58756.97998,-58756.97998,0,-201905.3878,-201905.3878,0,-463471.4226,-463471.4226,0,-20734.42857,-20734.42857,0,-67203.07313,-67203.07313,0,10673.32712,10673.32712,0,6957.171053,6957.171053,0,67214.01411,67214.01411,0,0,0,0,0,0,0,80900,80900,0
SECBENCH,,https://github.com/fruux/Baikal,1896af0a45ef30f2a3048a5decb838c2c1da5608,,,2014,fruux,Baikal,1/21/14 15:14,"Improve application security

- Make session cookies only available via HTTP (prevent access from JavaScript)
- only log PHP errors instead of displaying them in production.
  Displaying errors may give attackers hints how to exploit the application

Set HTTP headers:

X-Frame-Options: DENY
Prevent Clickjacking attacks, see: http://en.wikipedia.org/wiki/Clickjacking

X-Content-Type-Options: nosniff
Prevent code injection via mime type sniffing

Former-commit-id: 4ca925874c0e9acdcd431dc2feba46bc6b434b85",95b18da309438712ffec7e8c1f20984b9ec1e232,php,,4141.409629,4133.416487,7.993141939,-5708.426543,-5692.9892,-15.43734258,1148.213787,1142.638723,5.575063613,2609.357143,2579.321429,30.03571429,4473.074192,4461.074192,12,3997.538275,3985.538275,12,12617,12605,12,10501.83943,10490.08145,11.75798406,0,0,0,0,0,0,11775.5,11763.5,12
